Make,Model,Nickname,Car Gender,Buyer Gender,Buyer Age,Buzzword,Country,City,Dealer Latitude,Dealer Longitude,Color,New Car,Purchase Date,Sale Price,Discount,Resell Price,5-yr Depreciation,Top Speed,0-60 Time
Chevrolet,Silverado 3500,Tito,Male,Male,31,hub,Thailand,Khuan Don,6.7762942,100.0952764,Red,TRUE,18/09/2009,27819.81,0.159,6869.51,0.02,212.2,8.1
Pontiac,LeMans,Francisco,Male,Male,57,tertiary,Indonesia,Sembon,-8.0088871,111.9030636,Teal,TRUE,16/02/2009,21740.31,0.6864,7654.25,0.02,239.1,12.7
Mercedes-Benz,E-Class,Aeriela,Male,Female,41,asymmetric,Indonesia,Bangkal,-2.609012,112.403397,Goldenrod,FALSE,16/10/2009,69723.76,0.3496,42080.13,0.17,231.7,14.7
Hyundai,Tiburon,Klemens,Female,Male,42,approach,Poland,Lipno,50.781501,20.1074449,Crimson,TRUE,07/03/2009,77331.24,0.5947,33602.25,0.09,211.9,11
BMW,5 Series,Broderick,Female,Male,47,multi-tasking,Sweden,Göteborg,57.7314074,12.0595845,Fuscia,TRUE,24/06/2010,34912.47,0.6632,27425.31,0.14,151.7,10.5
Toyota,Echo,Timmi,Male,Female,27,Operative,China,Hong’an,31.288153,114.618236,Turquoise,TRUE,29/07/2009,47526.31,0.3834,24888.7,0.25,155,2.6
Mitsubishi,Precis,Forester,Female,Male,57,local area network,Canada,Oromocto,45.8486646,-66.4812859,Maroon,TRUE,05/12/2020,13154.21,0.2667,2261.63,0.05,142.2,10
Plymouth,Breeze,Babbie,Male,Female,36,Decentralized,Portugal,Casal Galego,39.7541856,-8.9232253,Blue,FALSE,04/04/2013,72003.02,0.5215,38508.27,0.15,180.6,14
BMW,Alpina B7,Hephzibah,Female,Female,74,toolset,Serbia,Majur,44.7695326,19.6480341,Crimson,FALSE,29/03/2018,30087.14,0.343,13755.88,0.23,232.1,12.2
Lamborghini,Gallardo,Gabey,Female,Female,71,fresh-thinking,Sweden,Höganäs,56.1947971,12.5789091,Indigo,TRUE,25/04/2002,73063.61,0.2606,10648,0.18,229.5,12.5
Chevrolet,Corvette,Falito,Female,Male,30,context-sensitive,Indonesia,Jalinan,-6.1841954,106.8310178,Yellow,FALSE,03/01/2013,62426.28,0.1793,3388.52,0.2,126.8,13.6
Oldsmobile,Cutlass Supreme,Dov,Female,Male,34,instruction set,Portugal,Chavães,41.0882428,-7.5686677,Pink,FALSE,30/07/2011,25403.61,0.4088,26004.13,0.03,177.3,9.1
Pontiac,Grand Am,Fredra,Female,Female,20,human-resource,Estonia,Toila,59.4180182,27.5120803,Teal,FALSE,02/03/2004,30618.42,0.1583,15690.94,0.19,194,10.1
Pontiac,LeMans,Matt,Female,Male,51,object-oriented,Bangladesh,Sylhet,24.904539,91.8611011,Teal,TRUE,30/08/2007,11462.18,0.0404,23415.84,0.24,205.4,11.6
Audi,S6,Jacinthe,Female,Female,46,4th generation,Afghanistan,Mehtar Lām,34.6672527,70.2117178,Indigo,TRUE,07/12/2006,14625.68,0.6734,5684.73,0.1,232.8,8.1
Toyota,Celica,Antonie,Female,Female,48,optimizing,Kosovo,Vitina,42.3221655,21.3589808,Teal,FALSE,23/10/2008,81325.5,0.4594,14341.09,0.04,186.8,10.6
Mazda,Mazdaspeed 3,Colin,Male,Male,66,Quality-focused,Russia,Belyye Stolby,55.3290543,37.8525252,Fuscia,TRUE,16/07/2018,87205.22,0.1708,30566.12,0.17,225.1,13.6
Porsche,Cayenne,Agosto,Male,Male,30,alliance,Philippines,Quibal,17.3378289,121.759491,Red,FALSE,21/07/2014,31749.91,0.6198,14153.44,0.06,133.6,2.6
GMC,Sierra 3500HD,Rosaline,Male,Female,33,parallelism,Chile,Machalí,-34.179452,-70.6565151,Puce,TRUE,11/11/2016,16808.62,0.2544,5304.96,0.03,249.9,6.2
Toyota,Sienna,Gaspard,Male,Male,24,even-keeled,France,La Rochelle,47.9318074,5.2893597,Crimson,TRUE,13/08/2012,13332.2,0.1886,32824.09,0.05,172.7,6.6
Audi,Allroad,Robbie,Male,Male,50,encryption,Finland,Perniö,60.2285503,23.1228098,Crimson,TRUE,17/12/2019,80022.41,0.465,46695.57,0.22,129.5,12.5
Chevrolet,Corvette,Cordie,Female,Male,46,task-force,France,Thiais,48.7499009,2.3825213,Blue,TRUE,05/09/2007,30130.99,0.1085,6399.59,0.18,233.8,9.9
Mitsubishi,Tredia,Odetta,Male,Female,29,holistic,China,Huangshi,30.20003,115.038835,Crimson,FALSE,10/07/2013,60357.76,0.5858,24392.8,0.17,199,8
GMC,Yukon,Hiram,Male,Male,24,intangible,Czech Republic,Návsí u Jablunkova,49.6106567,18.735973,Goldenrod,FALSE,28/10/2013,56553.1,0.5847,46591.32,0.06,239.8,12.6
Pontiac,Safari,Iain,Female,Male,21,matrices,Sweden,Eslöv,55.8465109,13.4095386,Purple,FALSE,21/11/2002,99419.92,0.1432,10087.39,0.07,229.2,2.6
Mazda,B-Series Plus,Dyane,Female,Female,29,Digitized,Indonesia,Bulupayung,-7.5893786,109.1315198,Mauv,FALSE,10/06/2017,32137.64,0.3528,5230.03,0.13,137.3,8.2
Ford,Mustang,Adolpho,Male,Male,72,Networked,Nigeria,Pindiga,9.9847566,10.9510315,Orange,FALSE,23/09/2007,48280.51,0.0345,13071.28,0.09,189.3,13
Volkswagen,GTI,Teresina,Female,Female,59,Multi-tiered,China,Qing’an,46.880102,127.507824,Puce,FALSE,03/11/2008,52939.81,0.3158,30520.4,0.01,243.9,13.3
GMC,1500,Josh,Female,Male,56,high-level,Vietnam,Long Thành,10.7782801,106.9447146,Blue,FALSE,05/07/2020,70947.97,0.5735,3345.73,0.14,234.9,3.3
Saturn,Outlook,Dorella,Male,Female,47,encompassing,Indonesia,Kelodan,-8.6283422,115.2580854,Yellow,TRUE,08/06/2005,59323.59,0.5994,12648.14,0.09,228.8,8.1
Audi,100,Clement,Male,Male,70,intangible,United States,Albany,42.6532844,-73.762495,Mauv,FALSE,03/09/2006,38479,0.3906,3585.18,0.14,133.8,4.4
Ford,Focus,Izaak,Female,Male,21,optimal,French Guiana,Cayenne,4.9237913,-52.3205637,Blue,FALSE,18/12/2005,88463.65,0.3961,4687.74,0.09,219.6,13.9
Subaru,XT,Christie,Female,Female,21,object-oriented,Indonesia,Siborong-borong,2.2155425,99.0349977,Khaki,FALSE,11/10/2018,31546.77,0.6912,12981.16,0.25,146,10.4
Mitsubishi,Mirage,Penny,Female,Female,41,stable,Morocco,Moulay Abdallah,33.1963963,-8.587212,Blue,FALSE,09/10/2004,84248.68,0.6277,15675.48,0.02,239.5,10.7
Mercedes-Benz,C-Class,Olly,Male,Male,71,zero defect,Armenia,Varser,40.5529581,44.9105417,Yellow,FALSE,02/07/2011,60009.63,0.4856,23231.41,0.2,146.2,10.8
Porsche,911,Rubi,Male,Female,45,implementation,Sudan,El Bauga,18.26196,33.90812,Green,TRUE,06/12/2014,22367.26,0.1297,41425.13,0.02,233.2,11
Mazda,Familia,Egan,Female,Male,65,software,China,Yangping,22.183206,112.305145,Purple,FALSE,02/06/2018,55032.77,0.0635,6853.18,0.1,230.5,7.9
Lexus,ES,Dallas,Female,Female,43,structure,Kenya,Moyale,3.5399846,39.0528407,Red,TRUE,25/05/2008,75442.59,0.1609,31521.94,0.24,170.4,2.4
Pontiac,LeMans,Bernie,Male,Male,25,neural-net,Brazil,Itabira,-19.6238346,-43.2182878,Orange,TRUE,31/01/2016,48479.09,0.2707,48343.88,0.04,136.2,3
Land Rover,Discovery,Clarie,Female,Female,40,radical,Senegal,Koungheul,13.9802139,-14.8016887,Khaki,TRUE,01/10/2006,16038.14,0.4928,11208.85,0.21,126.9,9.7
Land Rover,Defender 90,Adelaide,Male,Female,44,Implemented,Portugal,Colos,37.7340363,-8.4593678,Indigo,FALSE,24/06/2010,13460.73,0.1776,27265.65,0.18,150.8,13.2
Lamborghini,Gallardo,Brenden,Female,Male,46,Polarised,Belarus,Dokshytsy,54.8953858,27.7599272,Fuscia,FALSE,05/07/2012,28314.33,0.2749,9076.38,0.2,241.8,13.7
Mercury,Cougar,Charline,Female,Female,57,exuding,Philippines,Pandasan,14.593975,121.0038631,Goldenrod,FALSE,07/03/2002,10068.96,0.137,49528.57,0.07,177.8,8.4
Toyota,Prius,Matty,Male,Male,24,Implemented,Czech Republic,Vítkov,49.7744492,17.7494174,Aquamarine,TRUE,23/02/2015,18969.77,0.4692,43529.06,0.08,214.4,9.2
Ford,Focus,Estrellita,Male,Female,73,User-friendly,China,Yangji,42.891255,129.508945,Purple,TRUE,01/01/2005,52975.46,0.257,6970.7,0.03,224.3,7.7
Aston Martin,DBS,Mallory,Female,Male,25,Persevering,Indonesia,Gereneng,-8.694019,116.5226451,Maroon,FALSE,12/08/2017,91905.14,0.5861,3540.51,0.03,166.1,8.7
Hyundai,Santa Fe,Roddy,Female,Male,61,composite,China,Suqin Huimin,40.79652,111.6440406,Pink,TRUE,24/07/2018,74914.14,0.3327,4255.97,0.22,149.4,12.1
Chevrolet,Cavalier,Gabbie,Male,Female,39,user-facing,Brazil,Campos Novos,-27.4369394,-51.2213044,Indigo,TRUE,01/04/2020,55848.72,0.6255,37296.01,0.01,222.7,5.7
Saab,9000,Odille,Female,Female,74,service-desk,Mongolia,Delgermörön,46.516667,98.35,Blue,FALSE,09/10/2009,97974.41,0.4869,16574.31,0.2,167.2,12.6
Mazda,MX-5,Mata,Female,Male,28,scalable,Poland,Borowno,50.7784708,16.0928295,Blue,FALSE,01/01/2004,45392.43,0.07,41211.83,0.1,152.5,12.9
Maybach,62,Levi,Female,Male,67,Cloned,Angola,Mbanza Congo,-6.2694214,14.2337805,Turquoise,FALSE,21/06/2002,79360.54,0.5917,9483.17,0.16,171.3,12.7
Subaru,Tribeca,Jarid,Female,Male,36,approach,Indonesia,Tegalbuleud,-7.4220343,106.7529514,Purple,FALSE,05/01/2007,84113.72,0.3144,32471.31,0.13,205.2,8.4
Infiniti,Q,Petr,Male,Male,24,modular,Netherlands,Heerlen,50.9168212,5.9799297,Maroon,TRUE,30/10/2012,56870.27,0.3153,35771.5,0.1,158.4,4.3
Mitsubishi,Montero,Olivier,Female,Male,39,solution,Argentina,Corral de Bustos,-34.7415815,-58.4614889,Green,TRUE,03/11/2018,94575.46,0.5535,31017.51,0.23,161.6,7.6
Dodge,Ram 2500,Murdock,Male,Male,31,application,Canada,Sydney Mines,46.2475531,-60.2362743,Fuscia,TRUE,21/01/2003,37808.65,0.5404,22136.94,0.14,170.9,7.5
Lincoln,Aviator,Grove,Female,Male,32,Profit-focused,Philippines,Ramos West,16.7054663,121.672666,Green,FALSE,11/07/2002,24817.01,0.1021,9430.51,0.05,177.5,11.6
Lamborghini,Murciélago,Ulrick,Male,Male,74,disintermediate,China,Beilun,29.899044,121.844618,Yellow,FALSE,20/08/2003,30722.81,0.2475,43911.51,0.13,135,11.3
Dodge,Ram Van 2500,Wilbur,Male,Male,31,real-time,Portugal,Gonça,41.5088439,-8.2522306,Turquoise,FALSE,17/04/2015,39006.43,0.3132,3943.98,0.24,246.9,8
Volkswagen,Eos,Franni,Male,Female,30,coherent,United States,Mesa,33.519545,-111.5468301,Orange,FALSE,07/01/2002,60082.82,0.0451,20661.06,0.17,218.1,5.1
Lincoln,MKX,Bryn,Male,Female,63,Digitized,China,Guanghou,23.12911,113.264385,Goldenrod,FALSE,29/03/2019,63011.73,0.6561,7803.9,0.1,173.5,12.5
Land Rover,Range Rover Sport,Thebault,Female,Male,27,Synchronised,Indonesia,Bangekdewa,-8.7476,116.1921,Purple,FALSE,15/01/2010,10775.58,0.0577,24682.55,0.01,171.6,11.8
Dodge,Magnum,Fania,Male,Female,61,adapter,Azerbaijan,Khyzy,40.9109489,49.0729264,Green,FALSE,25/04/2009,14516.11,0.5906,2797.19,0.12,231.7,6.7
Isuzu,Oasis,Skye,Female,Male,42,database,Morocco,Taroudant,30.4727126,-8.8748765,Fuscia,TRUE,28/11/2015,75790.07,0.4226,43256,0.03,154.5,5.2
Ford,Freestar,Gwenora,Female,Female,21,Robust,Brazil,Santa Gertrudes,-22.4593525,-47.5369982,Yellow,TRUE,01/12/2019,89326.21,0.0499,3522.12,0.06,170,12.9
Chevrolet,Caprice,Michale,Female,Male,68,national,Indonesia,Cisadap,-7.3052247,108.3059677,Maroon,FALSE,18/11/2020,60915.51,0.0916,6349.97,0.24,249.7,2.3
Toyota,T100 Xtra,Angel,Male,Male,24,monitoring,Poland,Suchy Las,52.5125385,16.8395278,Teal,FALSE,13/11/2016,86299.13,0.1486,40268,0.17,157.2,7
Dodge,Magnum,Janelle,Male,Female,67,local area network,Ukraine,Nedryhayliv,50.8305647,33.8815261,Green,FALSE,08/03/2016,29955.68,0.4498,18085.16,0.1,209.3,5.6
Oldsmobile,Ciera,Otha,Female,Female,69,Open-architected,Indonesia,Rapas,-2.1653279,132.324948,Goldenrod,FALSE,13/11/2019,59256.98,0.2683,41532.54,0.24,137.3,2.3
Pontiac,LeMans,Rochester,Male,Male,74,workforce,Latvia,Vecpiebalga,57.061272,25.817596,Maroon,FALSE,17/09/2011,63067.35,0.6624,42313.65,0.22,148.1,8.9
Land Rover,Freelander,Cortie,Male,Male,53,service-desk,United States,Sacramento,38.57,-121.47,Mauv,FALSE,18/02/2003,26329.33,0.4889,33498.13,0.2,193.1,9.2
Chevrolet,Impala,Fonzie,Female,Male,70,object-oriented,Brazil,Praia Grande,-24.0088421,-46.4124616,Yellow,FALSE,26/11/2013,59674.29,0.6383,14520.45,0.13,200.2,3.2
Nissan,Xterra,Bord,Female,Male,27,neural-net,France,Roissy Charles-de-Gaulle,49.0096906,2.5479245,Yellow,TRUE,19/10/2008,40376.83,0.6518,47528.31,0.18,148.2,4.3
Volvo,240,Gisela,Female,Female,69,secondary,Kosovo,Dubova (Driloni),42.71194,20.36972,Puce,FALSE,12/05/2011,70282.48,0.3839,21808.48,0.15,215.4,3.9
Cadillac,XLR,Nils,Female,Male,73,Ameliorated,Honduras,Concepción de la Barranca,15.17627,-88.724632,Orange,FALSE,05/04/2015,71441.27,0.0311,13379.78,0.1,137.8,9.8
Ford,F-Series,Denney,Female,Male,50,frame,Niger,Diffa,13.3132472,12.6158803,Purple,TRUE,16/09/2009,96044.54,0.022,30790.06,0.22,163,9.3
Mazda,Mazda6,Gaye,Male,Female,23,Upgradable,El Salvador,Apopa,13.8086742,-89.1801225,Goldenrod,FALSE,01/05/2018,96021.18,0.1032,40886.86,0.13,145.2,13.3
Acura,TL,Zelma,Male,Female,42,Virtual,Ukraine,Radekhiv,50.2836918,24.6345078,Orange,FALSE,09/08/2018,35466.67,0.2547,49988.65,0.13,134,11.7
Bentley,Continental Flying Spur,Joceline,Male,Female,69,User-friendly,Indonesia,Panyindangan,-6.6913037,107.9679983,Khaki,FALSE,10/05/2013,47121.75,0.2749,10736.67,0.03,153.9,13.1
Ford,Mustang,Amalle,Female,Female,63,static,Peru,Mariatana,-12.2376497,-76.3259182,Red,FALSE,19/10/2005,69950.43,0.3665,7805.98,0.25,164.5,6.4
Chevrolet,3500,Kristien,Male,Female,28,Self-enabling,South Korea,Reiko,35.275,126.50944,Yellow,TRUE,03/12/2017,69724.71,0.6223,45833.93,0.04,230.1,12.7
Lotus,Evora,Farrell,Male,Male,74,dedicated,Philippines,Pangapisan,16.0264893,120.2128474,Violet,TRUE,19/07/2009,13665.77,0.3539,11270.33,0.23,205.6,7.7
Ford,E-Series,Eadie,Male,Female,40,workforce,China,Lixi,39.8441383,116.444208,Turquoise,FALSE,01/02/2019,16703.6,0.3322,18211.27,0.1,223.8,3.9
Mercedes-Benz,SLK-Class,Ira,Male,Male,57,product,Brazil,Rolante,-29.6216078,-50.534262,Indigo,TRUE,06/07/2009,81096.87,0.6661,16657.94,0.22,183.8,6.6
Volkswagen,Fox,Waylen,Male,Male,61,User-friendly,Guatemala,Acatenango,14.5352162,-90.8862218,Aquamarine,FALSE,23/09/2010,31408.41,0.196,7554.95,0.03,209.6,4.3
Citroën,CX,Katha,Female,Female,27,Innovative,China,Hexi,39.109563,117.223371,Orange,FALSE,23/08/2002,82467.24,0.3168,43353.82,0.23,164.8,12.6
Acura,MDX,Johnathon,Male,Male,22,Face to face,Indonesia,Kebonkai,-6.8482297,106.6802549,Turquoise,FALSE,01/11/2020,49403.01,0.6446,19769.29,0.09,190.7,10.1
Hyundai,Sonata,Timmi,Male,Female,65,Multi-lateral,Thailand,Chum Phuang,15.2679414,102.8514837,Maroon,FALSE,02/04/2016,20287.82,0.3996,39267.73,0.12,134.3,7.7
Isuzu,Axiom,Ann-marie,Male,Female,41,Assimilated,Indonesia,Bakung Utara,-3.1446171,104.5305715,Indigo,FALSE,24/09/2004,81898.6,0.4413,37033.24,0.05,189.6,14.7
Saab,9-7X,Tate,Male,Male,63,context-sensitive,Brazil,Riachão do Jacuípe,-11.8073632,-39.3809152,Khaki,FALSE,12/02/2011,95642.67,0.1899,45199.88,0.22,208,12.8
Mitsubishi,Chariot,Flemming,Female,Male,23,infrastructure,Venezuela,Camatagua,9.7912231,-66.9094499,Teal,FALSE,10/05/2006,43118.75,0.2198,5297.9,0.07,244.6,10.3
Plymouth,Grand Voyager,Raynor,Female,Male,36,Balanced,Greece,Astypálaia,36.5389811,26.3131356,Purple,FALSE,09/05/2009,58237.59,0.5048,20051.85,0.01,133.9,2.4
Lamborghini,Countach,Penelope,Male,Female,62,Vision-oriented,Israel,‘Afula ‘Illit,32.623453,35.316723,Puce,FALSE,07/11/2019,91260.76,0.075,43179.93,0.06,230.2,5
Nissan,Sentra,Mart,Female,Male,67,zero defect,Argentina,Fontana,-45.8732238,-67.5018975,Crimson,TRUE,22/08/2013,85349.49,0.6122,44271.84,0.16,149.9,8.1
Isuzu,i-370,Natale,Male,Male,42,logistical,Ukraine,Novohrad-Volyns’kyy,50.5860203,27.6363775,Mauv,FALSE,25/01/2002,66554.94,0.3513,9978.65,0.06,179.7,2.7
Chevrolet,Silverado 1500,Berkley,Male,Male,71,Intuitive,China,Dalazi,25.704535,113.956275,Crimson,TRUE,26/02/2020,60285.33,0.1826,25284.99,0.03,186.6,3.4
Lamborghini,Gallardo,Wenona,Female,Female,24,moderator,China,Jianping,41.403128,119.64328,Aquamarine,FALSE,20/01/2005,70126.32,0.5327,4893.23,0.07,134.7,3.5
Pontiac,LeMans,Davidson,Male,Male,68,Multi-lateral,Indonesia,Nonohonis,-9.8446717,124.2810541,Aquamarine,TRUE,06/08/2003,53049.7,0.4426,14709.55,0.04,210.1,2.4
Volkswagen,Jetta III,Marlie,Female,Female,65,help-desk,Brazil,Jaraguá do Sul,-26.4822209,-49.073477,Mauv,FALSE,26/11/2014,72820.81,0.1671,45000.87,0.2,135.8,7.9
Lexus,SC,Dasya,Female,Female,45,multi-state,Poland,Wąwolnica,51.294469,22.147076,Orange,FALSE,25/01/2015,84375.37,0.6647,30302.92,0.18,242.8,9
Honda,Element,Ladonna,Male,Female,61,toolset,Malaysia,Sandakan,5.896774,118.06182,Red,TRUE,19/01/2008,88651.23,0.0806,26047.97,0.22,192.6,8.7
Ford,Econoline E250,Obadiah,Female,Male,73,challenge,Colombia,San Calixto,8.4015989,-73.2089979,Red,TRUE,30/08/2011,24963.26,0.5405,29193.94,0.23,191.2,14.4
Mazda,Mazda3,Shela,Male,Female,43,local area network,Russia,Paratunka,52.96202,158.25723,Puce,TRUE,09/09/2016,42928.14,0.4192,33277.99,0.15,209.9,8.5
Ford,F350,Tucky,Female,Male,40,hierarchy,Russia,Arsen’yev,44.1580429,133.2645474,Yellow,TRUE,24/08/2010,92656.05,0.5579,9528.66,0.06,155.7,8.3
Ford,Taurus,Gwenneth,Male,Female,43,Switchable,Chad,Mongo,12.1862546,18.6917922,Indigo,FALSE,21/07/2010,87981.16,0.5736,28259.63,0.19,146.1,5.2
Toyota,Sienna,Umeko,Female,Female,61,User-centric,Portugal,Torreira,40.7463865,-8.7008962,Blue,TRUE,13/12/2014,51824.8,0.4905,30556.69,0.14,150.2,7.5
Buick,Riviera,Clayborn,Male,Male,20,Cross-group,Brazil,Feira de Santana,-12.2597272,-38.9646608,Teal,TRUE,17/08/2006,75434.09,0.0065,25020.38,0.17,245,4
Audi,A8,Sybilla,Male,Female,40,executive,Indonesia,Cerme Kidul,-7.2331881,112.5692082,Fuscia,TRUE,20/07/2017,86749.45,0.4377,34427.83,0.25,231.2,2
Lincoln,Continental,Alberta,Female,Female,75,incremental,Russia,Kislyakovskaya,46.4482967,39.6777217,Aquamarine,FALSE,06/03/2005,72493.43,0.5021,7370.67,0.23,123.3,6.2
MINI,Cooper,Jeana,Male,Female,51,Fundamental,China,Sigou,34.7671945,119.0790302,Pink,TRUE,27/06/2007,27285.24,0.525,39514.13,0.16,163.2,5.5
Buick,Riviera,Frederique,Female,Female,49,Fully-configurable,Ukraine,Kornyn,50.0920849,29.5436691,Violet,FALSE,12/05/2003,36099.63,0.0605,22804.26,0.24,172.5,13.8
Isuzu,Amigo,Avram,Female,Male,34,alliance,Poland,Łomianki,52.3336578,20.8869861,Puce,FALSE,11/12/2017,26367.76,0.04,45725.62,0.15,136.8,3.1
Mazda,Familia,Putnam,Male,Male,25,portal,Indonesia,Labuhansumbawa,-8.4734842,117.3998369,Orange,FALSE,12/08/2004,43100.74,0.4198,13932.8,0.25,152.5,9.4
Scion,tC,Cortie,Male,Male,52,4th generation,Japan,Chigasaki,35.3372599,139.4046734,Green,FALSE,26/10/2010,22557.76,0.247,26652.49,0.08,195.1,7.6
Saab,9000,Andriette,Male,Female,39,task-force,Finland,Kittilä,67.6955232,24.8590222,Maroon,TRUE,15/01/2016,56186.48,0.5977,40632.62,0.06,154.5,12.2
Mitsubishi,Outlander,Perle,Male,Female,34,bi-directional,Peru,Caja,-12.883333,-74.466667,Puce,TRUE,22/02/2009,88166.34,0.4193,29271.86,0.04,124.3,11.5
Kia,Sedona,Joshua,Female,Male,32,Universal,Ukraine,Vashkivtsi,48.3842974,25.5058522,Yellow,TRUE,08/12/2006,43710.8,0.5293,14444.76,0.23,229.1,10.2
Toyota,Camry Hybrid,Mariya,Male,Female,72,stable,Azerbaijan,Shamkhor,40.8288144,46.0166879,Orange,TRUE,10/01/2002,18659.96,0.4481,4341.61,0.16,176.5,11.2
Saab,9000,Cordy,Female,Male,43,analyzing,Philippines,Digkilaan,8.2435239,124.3401302,Turquoise,FALSE,17/03/2009,77749.44,0.3559,32002.04,0.07,165.2,4.8
Infiniti,QX,Dolph,Male,Male,47,upward-trending,Colombia,Montenegro,4.566637,-75.75012,Khaki,TRUE,16/01/2007,40038.24,0.1312,5889.63,0.02,211.9,10.8
Honda,Accord,Barron,Male,Male,44,Total,Japan,Tanashichō,35.7285765,139.5388561,Turquoise,FALSE,30/11/2003,24065.74,0.4153,21455.09,0.14,144.5,4.5
Mitsubishi,Galant,Barron,Female,Male,48,collaboration,Russia,Labytnangi,66.6557632,66.3898319,Blue,TRUE,18/03/2009,16229.59,0.171,4422.27,0.02,244.8,11.8
Chevrolet,Venture,Raphael,Male,Male,62,Reverse-engineered,Russia,Monastyrishche,44.1947831,132.518626,Turquoise,FALSE,05/04/2018,61050.55,0.637,37888.58,0.03,169.1,4.6
Ford,LTD Crown Victoria,Cyndy,Female,Female,34,reciprocal,Indonesia,Sungaiduri,0.565435,108.9272,Yellow,FALSE,25/02/2010,98178.88,0.3441,10216.59,0.05,137,2.8
Mercedes-Benz,M-Class,Merry,Female,Female,67,Assimilated,Peru,Quichuay,-11.8887963,-75.2865498,Yellow,FALSE,22/06/2012,80348.1,0.1638,31862.65,0.1,143.6,3.7
Daewoo,Lanos,Francisco,Female,Male,33,database,Iran,Shāzand,33.9345904,49.4008633,Turquoise,FALSE,29/08/2011,67709.06,0.2826,40696.25,0.16,144.9,7.5
Subaru,Legacy,Lacey,Female,Female,49,system-worthy,Poland,Regimin,52.9434371,20.5544716,Aquamarine,FALSE,23/11/2020,10680.18,0.679,49104.93,0.24,243.3,4.2
Jaguar,S-Type,Kingston,Female,Male,47,approach,Colombia,Cimitarra,6.6195382,-74.1709702,Red,TRUE,02/03/2016,63364.02,0.4856,33874.49,0.19,210.4,4.6
Suzuki,Kizashi,Berny,Male,Female,26,Synchronised,France,Orléans,47.3591366,2.8002946,Goldenrod,TRUE,14/03/2008,54483.92,0.2416,49146.79,0.21,214.2,4.9
GMC,Envoy XUV,Valencia,Female,Female,38,exuding,Brazil,Cabreúva,-23.3058194,-47.1367011,Violet,FALSE,12/10/2011,59052.54,0.3246,24457.98,0.19,142.5,4.4
Volkswagen,Phaeton,Coretta,Male,Female,41,instruction set,China,Xiexiong,31.407545,95.625095,Blue,FALSE,30/01/2013,29945.68,0.094,28323.94,0.04,137.5,7.3
Mitsubishi,Excel,Phillis,Female,Female,46,Open-source,Brazil,Guariba,-21.3601809,-48.2282659,Pink,FALSE,22/01/2012,62141.77,0.2507,29704,0.23,148,10.1
Audi,S6,Curtice,Female,Male,73,national,France,Alençon,48.4339701,0.098598,Indigo,FALSE,20/01/2005,91851.74,0.5754,43391.12,0.08,178.2,12.7
Saab,09-Mar,Ash,Female,Male,38,framework,Philippines,Calaba,17.622182,120.6190252,Khaki,TRUE,07/06/2004,56744.71,0.5906,25923.43,0.08,141.4,2.9
GMC,Yukon XL 1500,Jarad,Male,Male,71,disintermediate,Sweden,Kista,59.4060153,17.917129,Khaki,TRUE,29/10/2008,51047.4,0.5158,28002.81,0.15,124.3,14.1
Mitsubishi,GTO,Elwood,Male,Male,48,Quality-focused,Mexico,Las Palmas,17.8281158,-95.8162299,Indigo,FALSE,01/11/2017,44458.83,0.2821,44781.36,0.08,245.9,11.6
Land Rover,Range Rover,Osborn,Male,Male,25,Organized,China,Yongledian,39.708782,116.796531,Goldenrod,FALSE,03/10/2009,30120.31,0.3068,17865.19,0.09,220.4,14.1
Mercedes-Benz,S-Class,Mildred,Male,Female,35,Implemented,Philippines,Patrocinio,9.7361006,123.9333482,Turquoise,FALSE,04/09/2005,88367.29,0.4358,39024.33,0.01,188.8,9.5
Toyota,Tundra,Adelbert,Male,Male,43,projection,China,Sanjia,19.241239,108.758458,Fuscia,FALSE,17/07/2020,38767.66,0.1729,29928.04,0.13,215.2,5.3
Mercedes-Benz,E-Class,Leanna,Male,Female,40,software,Malaysia,Kuala Terengganu,5.329576,103.1369108,Red,TRUE,24/11/2010,10681.04,0.6062,30337.21,0.2,213.7,8.5
Audi,4000CS Quattro,Tamas,Female,Male,44,concept,Brazil,Governador Valadares,-18.8549317,-41.9559233,Red,TRUE,21/01/2013,83442.31,0.522,44390.85,0.24,126.2,6
GMC,Envoy,Petronille,Female,Female,38,encoding,Indonesia,Genang,-6.2241971,106.8281984,Aquamarine,FALSE,07/08/2003,96691.74,0.4205,46240.72,0.03,217.9,4
Ford,Ranger,Hallie,Female,Female,54,context-sensitive,China,Qijiazuo,35.215892,113.241823,Maroon,FALSE,14/02/2017,43347.44,0.4982,35964.83,0.02,228.9,6.3
Chrysler,LHS,Kimmie,Female,Female,30,Self-enabling,Greece,Mirsíni,37.9209684,21.2374124,Green,TRUE,24/07/2020,75956.4,0.003,5702.71,0.06,188.7,9.2
Bentley,Continental Flying Spur,Diena,Male,Female,32,impactful,Indonesia,Pantenan,-6.9158643,112.4351068,Mauv,FALSE,29/12/2017,98315.87,0.0425,25410.13,0.16,177.8,7.3
Mercedes-Benz,G55 AMG,Shandra,Male,Female,59,Ergonomic,Sweden,Enskede,59.2848437,18.0834974,Blue,FALSE,23/02/2007,53404.25,0.444,39004.64,0.12,183.8,7
Pontiac,Solstice,Muffin,Male,Male,45,demand-driven,Mexico,La Soledad,24.762172,-104.927894,Aquamarine,FALSE,31/07/2014,89707.19,0.694,26927.79,0.13,145.3,8
